Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1611,-1.4,0.002222,
0.002,-0.1648,-1.2,0,
0.004,-0.1623,-1.4,0.002222,
0.006,-0.1642,-1.4,0.002666,
0.008,-0.1666,-1.5,-0.002133,
0.01,-0.1623,-1.4,0.002222,
0.012,-0.166,-1.4,-0.001066,
0.014,-0.1666,-1.4,-0.0016,
0.016,-0.1709,-1.7,-0.005422,
0.018,-0.1691,-1.4,0.002133,
0.02,-0.1697,-1.4,-0.001688,
0.022,-0.1709,-1.3,0.002133,
0.024,-0.1684,-1.4,0.003288,
0.026,-0.18,-1.7,-0.009155,
0.028,-0.1874,-1.3,-0.002755,
0.03,-0.1892,-1.4,-0.000533,
0.032,-0.1923,-1.4,-0.003288,
0.034,-0.1953,-1.5,-0.001066,
0.036,-0.2057,-1.9,-0.007111,
0.038,-0.2264,-2,-0.015199,
0.04,-0.2679,-2,-0.022755,
0.042,-0.3313,-2,-0.033066,
0.044,-0.4082,-2,-0.040711,
0.046,-0.5059,-2.1,-0.053155,
0.048,-0.6145,-2,-0.054755,
0.05,-0.7384,-2,-0.063466,
0.052,-0.8782,-1.8,-0.072177,
0.054,-1.0289,-1.8,-0.078666,
0.056,-1.1852,-1.8,-0.080266,
0.058,-1.35,-1.7,-0.081955,
0.06,-1.5209,-1.6,-0.084622,
0.062,-1.704,-1.5,-0.091111,
0.064,-1.8834,-1.4,-0.086755,
0.066,-2.0733,-1.5,-0.097688,
0.068,-2.2588,-1.5,-0.093333,
0.07,-2.4456,-1.4,-0.0944,
0.072,-2.6287,-1.4,-0.092266,
0.074,-2.8209,-1.3,-0.092711,
0.076,-3.0126,-1.6,-0.100888,
0.078,-3.2006,-1.5,-0.096088,
0.08,-3.3947,-1.5,-0.0944,
0.082,-3.5918,-1.5,-0.099288,
0.084,-3.7883,-1.4,-0.098666,
0.086,-3.9959,-1.7,-0.104711,
0.088,-4.2003,-1.7,-0.104177,
0.09,-4.414,-1.7,-0.109066,
0.092,-4.6343,-1.7,-0.111733,
0.094,-4.8552,-1.6,-0.112266,
0.096,-5.0933,-1.7,-0.122133,
0.098,-5.3313,-1.7,-0.121511,
0.1,-5.5803,-1.7,-0.126933,
0.102,-5.8342,-1.7,-0.129066,
0.104,-6.0961,-1.6,-0.131288,
0.106,-6.3732,-1.8,-0.140533,
0.108,-6.6521,-1.7,-0.142133,
0.11,-6.9359,-1.7,-0.1448,
0.112,-7.2313,-1.6,-0.147555,
0.114,-7.528,-1.5,-0.149244,
0.116,-7.8362,-1.7,-0.157866,
0.118,-8.145,-1.7,-0.154044,
0.12,-8.46,-1.6,-0.157866,
0.122,-8.7871,-1.6,-0.162755,
0.124,-9.1155,-1.5,-0.162755,
0.126,-9.4506,-1.6,-0.168711,
0.128,-9.7869,-1.6,-0.169866,
0.13,-10.1323,-1.6,-0.176266,
0.132,-10.4772,-1.6,-0.172,
0.134,-10.8275,-1.5,-0.176266,
0.136,-11.1907,-1.7,-0.183377,
0.138,-11.5477,-1.6,-0.178488,
0.14,-11.9182,-1.6,-0.182844,
0.142,-12.2912,-1.6,-0.189955,
0.144,-12.661,-1.5,-0.183911,
0.146,-13.0382,-1.7,-0.193688,
0.148,-13.4173,-1.6,-0.1872,
0.15,-13.7969,-1.6,-0.191022,
0.152,-14.1765,-1.7,-0.191466,
0.154,-14.5604,-1.6,-0.191466,
0.156,-14.9431,-1.7,-0.189866,
0.158,-15.3344,-1.7,-0.193688,
0.16,-15.725,-1.7,-0.196444,
0.162,-16.1205,-1.7,-0.199644,
0.164,-16.5209,-1.6,-0.200711,
0.166,-16.9225,-1.7,-0.201244,
0.168,-17.329,-1.7,-0.201866,
0.17,-17.7434,-1.7,-0.207733,
0.172,-18.1615,-1.7,-0.209422,
0.174,-18.5839,-1.7,-0.211111,
0.176,-19.0117,-1.7,-0.217511,
0.178,-19.4402,-1.7,-0.214844,
0.18,-19.8705,-1.6,-0.214311,
0.182,-20.3124,-1.5,-0.221333,
0.184,-20.7543,-1.5,-0.220266,
0.186,-21.195,-1.5,-0.220888,
0.188,-21.6423,-1.4,-0.221866,
0.19,-22.0958,-1.4,-0.223466,
0.192,-22.5475,-1.3,-0.228977,
0.194,-23.001,-1.4,-0.228977,
0.196,-23.4478,-1.4,-0.225155,
0.198,-23.8903,-1.5,-0.223022,
0.2,-24.3261,-1.5,-0.217066,
0.202,-24.7643,-1.5,-0.213777,
0.204,-25.1928,-1.4,-0.215377,
0.206,-25.6139,-1.6,-0.210488,
0.208,-26.0357,-1.5,-0.207288,
0.21,-26.4519,-1.6,-0.207733,
0.212,-26.87,-1.7,-0.207822,
0.214,-27.2863,-1.8,-0.207822,
0.216,-27.7062,-1.8,-0.209955,
0.218,-28.1261,-1.8,-0.211555,
0.22,-28.5534,-1.8,-0.214311,
0.222,-28.9861,-1.8,-0.219733,
0.224,-29.4182,-1.9,-0.218044,
0.226,-29.8632,-1.9,-0.223022,
0.228,-30.3112,-1.8,-0.227377,
0.23,-30.772,-1.9,-0.230044,
